chrom,start,end,Fresh,Fix,HexFix
chr3,153973381,153973781,75,0,19
chr3,153980592,153980992,46,15,6
chr3,153984435,153984835,43,7,21
chr3,154030599,154030999,25,16,11
chr3,154064667,154065067,28,8,8
chr3,154071908,154072308,62,9,18
chr3,154153603,154154003,47,25,6
chr3,154173525,154173925,107,31,22
chr3,154175867,154176267,52,23,18
chr3,154209948,154210348,40,10,4
chr3,154269807,154270207,38,12,15
chr3,154328338,154328738,79,1,20
chr3,154329422,154329822,55,5,32
chr3,154359244,154359644,23,12,3
chr3,154364826,154365226,93,32,36
chr3,154377596,154377996,15,5,14
chr3,154381466,154381866,157,45,46
chr3,154383548,154383948,33,30,12
chr3,154393022,154393422,28,15,4
chr3,154402061,154402461,54,28,6
chr3,154448673,154449073,39,11,9
chr3,154506624,154507024,43,24,7
chr3,154512522,154512922,14,13,6
chr3,154547787,154548187,43,12,8
chr3,154572346,154572746,52,0,13
chr3,154577893,154578293,16,14,9
chr3,154596851,154597251,219,47,58
chr3,154601500,154601900,18,13,4
chr3,154611903,154612303,49,17,24
chr3,154613191,154613591,24,9,12
chr3,154628340,154628740,41,11,12
chr3,154629442,154629842,13,21,11
chr3,154631259,154631659,265,133,78
chr3,154634726,154635126,24,13,18
chr3,154649932,154650332,22,11,11
chr3,154652986,154653386,35,6,15
chr3,154664012,154664412,94,30,27
chr3,154667669,154668069,60,24,9
chr3,154770438,154770838,52,32,22
chr3,154774495,154774895,33,14,12
chr3,154777012,154777412,21,6,10
chr3,154816721,154817121,56,18,13
chr3,154817732,154818132,34,12,10
chr3,154880658,154881058,15,7,13
chr3,155039312,155039712,230,55,59
chr3,155093311,155093711,252,65,93
chr3,155166639,155167039,31,12,11
chr3,155672538,155672938,14,12,0
chr3,155745739,155746139,62,16,18
chr3,155746555,155746955,23,10,4
chr3,155962438,155962838,67,30,26
chr3,156141405,156141805,24,8,5
chr3,156199809,156200209,173,49,56
chr3,156414495,156414895,166,67,59
chr3,156561490,156561890,77,1,22
chr3,156643941,156644341,22,5,11
chr3,156871759,156872159,20,0,9
chr3,157013296,157013696,20,6,16
chr3,157248262,157248662,18,12,2
chr3,157321153,157321553,198,110,67
chr3,157355869,157356269,6,10,13
chr3,157405254,157405654,38,10,17
chr3,157423511,157423911,62,27,25
chr3,157432162,157432562,33,10,8
chr3,157533984,157534384,229,48,84
chr3,157551101,157551501,20,21,14
chr3,157558196,157558596,21,8,12
chr3,157566745,157567145,143,17,29
chr3,157699266,157699666,29,19,4
chr3,157717527,157717927,50,9,24
chr3,157804180,157804580,20,7,13
chr3,157876701,157877101,28,2,13
chr3,157916413,157916813,80,47,25
chr3,157921371,157921771,160,69,55
chr3,157923615,157924015,5,13,14
chr3,157924965,157925365,363,121,107
chr3,157926280,157926680,13,6,12
chr3,157931962,157932362,115,50,34
chr3,157932572,157932972,9,12,13
chr3,157933424,157933824,16,5,13
chr3,157934312,157934712,139,61,30
chr3,157946874,157947274,205,46,76
chr3,157981064,157981464,30,17,10
chr3,158008988,158009388,13,14,5
chr3,158011808,158012208,13,17,16
chr3,158031545,158031945,233,65,101
chr3,158036471,158036871,194,40,69
chr3,158067961,158068361,15,10,5
chr3,158068630,158069030,34,34,13
chr3,158375928,158376328,27,7,16
chr3,158396114,158396514,41,27,22
chr3,158528485,158528885,17,12,9
chr3,158562003,158562403,162,26,40
chr3,159254073,159254473,21,9,12
chr3,159354379,159354779,32,13,14
chr3,159495199,159495599,95,17,20
chr3,159549307,159549707,20,14,9
chr3,159615043,159615443,47,15,12
chr3,159782217,159782617,111,49,35
chr3,159839975,159840375,35,12,14
chr3,159847566,159847966,88,32,20
chr4,3052273,3052673,31,3,37
chr4,3054009,3054409,20,7,32
chr4,3067096,3067496,4,3,15
chr4,3086173,3086573,14,10,15
chr4,3230963,3231363,30,5,11
chr4,3368168,3368568,21,9,17
chr4,3373321,3373721,42,12,21
chr4,3401746,3402146,144,46,34
chr4,3402912,3403312,19,3,13
chr4,3416632,3417032,107,19,32
chr4,3574687,3575087,152,26,83
chr4,3608375,3608775,29,15,9
chr4,3608849,3609249,26,2,10
chr4,3621978,3622378,16,0,17
chr4,3630461,3630861,61,11,21
chr4,3677958,3678358,115,23,37
chr4,3703692,3704092,24,11,21
chr4,3706371,3706771,13,13,17
chr4,3714354,3714754,49,13,22
chr4,3776125,3776525,73,10,16
chr4,3778795,3779195,34,11,11
chr4,3780354,3780754,13,2,12
chr4,3798108,3798508,78,32,18
chr4,3817553,3817953,65,16,18
chr4,3819393,3819793,107,34,33
chr4,3822889,3823289,22,3,19
chr4,3826826,3827226,16,19,17
chr4,3835460,3835860,397,56,144
chr4,3836408,3836808,12,14,12
chr4,3870749,3871149,99,12,35
chr4,3875078,3875478,123,19,63
chr4,3916502,3916902,32,9,16
chr4,3929576,3929976,73,5,20
chr4,3938529,3938929,467,141,221
chr4,3967530,3967930,71,10,21
chr4,3970944,3971344,40,7,17
chr4,4048570,4048970,15,0,22
chr4,4054419,4054819,48,35,19
chr4,4130982,4131382,32,7,14
chr4,4138547,4138947,69,3,36
chr4,4187359,4187759,22,14,12
chr4,4242620,4243020,61,21,32
chr4,4424545,4424945,40,9,10
chr4,4426666,4427066,35,17,24
chr4,4427242,4427642,18,8,14
chr4,4550046,4550446,54,18,16
chr4,4620212,4620612,59,18,7
chr4,4634569,4634969,47,4,17
chr4,4686976,4687376,25,0,17
chr4,4760285,4760685,70,26,29
chr4,4783087,4783487,20,15,8
chr4,4785875,4786275,51,27,12
chr4,4793173,4793573,163,46,78
chr4,5049779,5050179,20,8,5
chr4,5511727,5512127,53,19,21
chr4,5515362,5515762,299,84,79
chr4,5644034,5644434,166,21,49
chr4,5646182,5646582,43,11,28
chr4,5647245,5647645,17,11,17
chr4,5648253,5648653,87,32,31
chr4,5649491,5649891,56,17,29
chr4,5662946,5663346,31,9,12
chr4,5673547,5673947,17,17,21
chr4,5693902,5694302,91,18,39
chr4,5701815,5702215,7,8,10
chr4,5793612,5794012,16,6,12
chr4,5798027,5798427,80,10,36
chr4,5804967,5805367,53,11,14
chr4,6093459,6093859,74,28,21
chr4,6115914,6116314,229,88,65
chr4,6190850,6191250,211,17,67
chr4,6270679,6271079,63,15,21
chr4,6365506,6365906,121,20,32
chr4,6427469,6427869,42,9,15
chr4,6453153,6453553,81,28,39
chr4,6456039,6456439,135,42,37
chr4,6512912,6513312,48,7,28
chr4,6514830,6515230,26,4,17
chr4,6590437,6590837,40,13,19
chr4,6592948,6593348,145,46,22
chr4,6609468,6609868,21,8,19
chr4,6638815,6639215,23,4,14
chr4,6688577,6688977,31,7,12
chr4,6689133,6689533,17,14,4
chr4,6718724,6719124,31,12,0
chr4,6800332,6800732,68,19,14
chr4,6968762,6969162,216,47,36
chr4,6970518,6970918,78,35,16
chr4,6990652,6991052,58,7,21
chr4,7777697,7778097,36,20,15
chr4,7947847,7948247,24,3,12
chr4,8005160,8005560,13,1,10
chr4,8065753,8066153,23,9,8
chr4,8084926,8085326,37,1,10
chr4,8098058,8098458,120,28,25
chr4,8107052,8107452,54,8,8
chr4,8154385,8154785,341,105,100
chr4,8187140,8187540,11,5,13
chr4,8216531,8216931,58,3,15
chr4,8238843,8239243,47,7,19
chr4,8367630,8368030,17,3,14
chr4,8462032,8462432,38,4,6
chr4,8510147,8510547,61,8,23
chr4,8516489,8516889,102,30,22
chr4,8535419,8535819,185,18,60
chr4,8647144,8647544,348,49,68
chr4,8666683,8667083,57,8,11
chr4,8688060,8688460,122,19,27
chr4,8690032,8690432,82,12,21
chr4,8691858,8692258,29,3,21
chr4,8722990,8723390,41,4,14
chr4,8750945,8751345,41,20,7
chr4,8758003,8758403,21,2,10
chr4,8795587,8795987,28,13,5
chr4,8799497,8799897,57,2,17
chr4,8834328,8834728,40,11,17
chr4,8911440,8911840,61,8,18
chr4,8921590,8921990,88,12,23
chr4,8934531,8934931,76,16,12
chr4,8949910,8950310,20,9,5
chr4,8954500,8954900,30,9,17
chr4,8956276,8956676,49,15,10
chr4,9097090,9097490,29,11,13
chr4,9135749,9136149,75,5,25
chr4,9179778,9180178,133,38,38
chr4,9184503,9184903,37,10,14
chr4,9269404,9269804,41,7,20
chr4,9626776,9627176,65,16,6
chr4,9668980,9669380,393,84,129
chr4,9690206,9690606,40,21,13
chr4,9724746,9725146,25,14,8
chr4,9770823,9771223,73,7,19
chr4,9825113,9825513,23,2,16
chr4,9841185,9841585,15,9,13
chr4,9843774,9844174,71,5,24
chr4,9846612,9847012,16,5,16
chr4,9859796,9860196,58,11,11
chr4,10090744,10091144,20,14,2
chr4,10399685,10400085,115,30,19
chr4,10749647,10750047,24,11,16
chr4,10750443,10750843,102,32,21
chr4,10753069,10753469,34,11,13
chr4,10759668,10760068,59,17,22
chr4,10859918,10860318,72,31,20
chr4,10873308,10873708,27,3,12
chr4,10874063,10874463,190,36,49
chr4,10875337,10875737,17,6,18
chr4,10896873,10897273,23,0,11
chr4,10912638,10913038,115,7,39
chr4,10931066,10931466,43,11,21
chr4,10932295,10932695,328,89,73
chr4,10934190,10934590,46,11,22
chr4,10935813,10936213,29,14,16
chr4,10942716,10943116,9,8,15
chr4,10953230,10953630,39,3,13
chr4,10967791,10968191,100,35,37
chr4,10968923,10969323,12,4,11
chr4,10973211,10973611,18,2,20
chr4,10975874,10976274,27,5,14
chr4,10976582,10976982,99,29,34
chr4,10983090,10983490,15,3,17
chr4,10983686,10984086,15,4,13
chr4,10985792,10986192,15,6,15
chr4,10987491,10987891,13,11,13
chr4,10994889,10995289,14,3,19
chr4,10996415,10996815,46,12,12
chr4,10997311,10997711,17,6,16
chr4,10998787,10999187,21,5,15
chr4,10999862,11000262,27,6,13
chr4,11001150,11001550,24,7,16
chr4,11003348,11003748,29,12,17
chr4,11007682,11008082,441,185,257
chr4,11009927,11010327,18,1,13
chr4,11014161,11014561,373,147,134
chr4,11017303,11017703,47,16,17
chr4,11022655,11023055,31,10,8
chr4,11024291,11024691,63,21,23
chr4,11026111,11026511,49,8,21
chr4,11033183,11033583,87,27,17
chr4,11038517,11038917,6,13,15
chr4,11042015,11042415,19,12,18
chr4,11045113,11045513,249,113,81
chr4,11047933,11048333,26,5,21
chr4,11049223,11049623,13,11,12
chr4,11052970,11053370,111,46,20
chr4,11071912,11072312,40,16,20
chr4,11075981,11076381,145,26,47
chr4,11082842,11083242,17,2,11
chr4,11122514,11122914,94,24,29
chr4,11127097,11127497,11,3,13
chr4,11141776,11142176,50,28,15
chr4,11146619,11147019,146,33,36
chr4,11151932,11152332,48,22,16
chr4,11156162,11156562,347,100,142
chr4,11157329,11157729,18,2,13
chr4,11166506,11166906,34,1,19
chr4,11186570,11186970,13,0,10
chr4,11191222,11191622,275,42,114
chr4,11200458,11200858,60,11,15
chr4,11254083,11254483,273,84,65
chr4,11296835,11297235,18,8,5
chr4,11322006,11322406,229,38,45
chr4,11369908,11370308,18,9,6
chr4,11385383,11385783,18,6,17
chr4,11388034,11388434,150,20,41
chr4,11389284,11389684,36,10,12
chr4,11455138,11455538,40,8,21
chr4,11485706,11486106,314,39,85
chr4,11492499,11492899,49,14,23
chr4,11504949,11505349,28,6,14
chr4,11516683,11517083,21,4,11
chr4,11545862,11546262,82,20,30
chr4,11558759,11559159,196,31,76
chr4,11576349,11576749,78,25,13
chr4,11577625,11578025,137,57,36
chr4,11616500,11616900,34,8,17
chr4,11628038,11628438,43,3,17
chr4,11628931,11629331,25,4,15
chr4,11653671,11654071,22,8,1
chr4,11665471,11665871,285,100,81
chr4,11672630,11673030,16,5,17
chr4,11704251,11704651,93,13,30
chr4,11707457,11707857,30,0,10
chr4,11735602,11736002,15,6,14
chr4,11769366,11769766,91,19,16
chr4,11769843,11770243,27,9,2
chr4,11785741,11786141,125,30,25
chr4,11848475,11848875,50,25,17
chr4,11887344,11887744,20,12,7
chr4,11903821,11904221,13,3,15
chr4,11914614,11915014,59,18,16
chr4,11929362,11929762,28,5,12
chr4,11966319,11966719,391,84,134
chr4,12087672,12088072,152,43,36
chr4,12089140,12089540,123,37,38
chr4,12113222,12113622,55,19,12
chr4,12124097,12124497,42,6,13
chr4,12140060,12140460,47,7,13
chr4,12171301,12171701,109,12,36
chr4,12224724,12225124,13,7,1
chr4,12240883,12241283,38,6,18
chr4,12361624,12362024,20,8,17
chr4,12425461,12425861,51,22,18
chr4,12663248,12663648,77,31,18
chr4,12756060,12756460,35,9,14
chr4,12770407,12770807,132,49,17
chr4,12906637,12907037,118,14,34
chr4,13096127,13096527,181,36,54
chr4,13128185,13128585,20,8,4
chr4,13218654,13219054,48,16,16
chr4,13300194,13300594,72,21,24
chr4,13565721,13566121,184,44,33
chr4,13743387,13743787,105,23,54
chr4,13744250,13744650,18,10,14
chr4,13750716,13751116,95,22,30
chr4,13773596,13773996,33,10,10
chr4,13784776,13785176,44,9,11
chr4,13803814,13804214,93,17,24
chr4,13806303,13806703,168,60,23
chr4,14487116,14487516,112,23,31
chr4,14546821,14547221,35,9,11
chr4,14772544,14772944,24,12,9
chr4,14779248,14779648,96,15,20
chr4,14826321,14826721,321,80,127
chr4,14864020,14864420,181,24,73
chr4,14898764,14899164,13,5,12
chr4,14921886,14922286,15,0,12
chr4,14930105,14930505,45,8,26
chr4,15047993,15048393,65,25,32
chr4,15054259,15054659,15,5,15
chr4,15101655,15102055,45,14,14
chr4,15148854,15149254,136,24,57
chr4,15233941,15234341,23,17,6
chr4,15235620,15236020,19,18,20
chr4,15243521,15243921,233,105,71
chr4,15249071,15249471,110,57,47
chr4,15249933,15250333,30,7,20
chr4,15265504,15265904,376,74,129
chr4,15279887,15280287,16,18,9
chr4,15288840,15289240,25,12,15
chr4,15306615,15307015,18,9,10
chr4,15317235,15317635,35,0,14
chr4,15543561,15543961,41,13,17
chr4,15546975,15547375,62,10,5
chr4,15562958,15563358,18,3,14
chr4,15881099,15881499,105,8,34
chr4,15945222,15945622,127,18,27
chr4,15952114,15952514,8,9,16
chr4,15957862,15958262,223,51,108
chr4,16013704,16014104,276,39,109
chr4,16088130,16088530,146,48,25
chr4,16089276,16089676,17,12,6
chr4,16126106,16126506,30,10,4
chr4,16163425,16163825,231,102,149
chr4,16224475,16224875,82,40,31
chr4,16249147,16249547,46,22,13
chr4,16406640,16407040,15,11,11
chr4,16407922,16408322,33,12,11
chr4,16474237,16474637,26,4,13
chr4,16545333,16545733,14,0,11
chr4,16631047,16631447,41,26,18
chr4,16714807,16715207,40,14,13
chr4,16954532,16954932,224,47,40
chr4,17092096,17092496,175,35,53
chr4,17107986,17108386,21,11,15
chr4,17208772,17209172,22,10,9
chr4,17690152,17690552,28,5,16
chr4,17853109,17853509,41,10,17
chr4,18365831,18366231,17,14,6
chr4,18395530,18395930,189,80,56
chr4,18468044,18468444,37,7,9
chr4,18527069,18527469,37,12,20
chr4,18802984,18803384,46,18,17
chr4,19131024,19131424,48,9,10
chr4,19137575,19137975,116,17,23
chr4,19149224,19149624,18,8,2
chr4,19335392,19335792,53,17,9
chr4,19351112,19351512,25,7,14
chr4,19441546,19441946,41,6,13
chr4,19564179,19564579,15,8,7
chr4,19566605,19567005,18,12,26
chr4,19569903,19570303,146,25,51
chr4,19574932,19575332,113,20,59
chr4,19590678,19591078,76,4,16
chr4,19703217,19703617,43,9,15
chr4,19709025,19709425,205,36,84
chr4,19766714,19767114,74,16,23
chr4,19834691,19835091,37,10,8
chr4,19849199,19849599,21,6,12
chr4,19895643,19896043,27,6,10
chr4,19981893,19982293,22,17,6
chr4,20008261,20008661,81,12,45
chr4,20022221,20022621,191,26,48
chr4,20023928,20024328,25,11,11
chr4,20041910,20042310,142,24,52
chr4,20122347,20122747,25,7,11
chr4,20567693,20568093,37,13,20
chr4,20777922,20778322,148,23,24
chr4,20972228,20972628,59,23,19
chr4,20973500,20973900,48,14,15
chr4,21222640,21223040,23,4,15
chr4,21251042,21251442,49,16,18
chr4,21679266,21679666,223,24,88
chr4,21685576,21685976,51,7,17
chr4,21686946,21687346,15,5,16
chr4,21688678,21689078,110,7,39
chr4,21695889,21696289,58,8,17
chr4,21712163,21712563,141,40,26
chr4,21721642,21722042,27,10,9
chr4,21722920,21723320,219,57,51
chr4,21727469,21727869,283,42,39
chr4,21745742,21746142,159,50,41
chr4,21755017,21755417,83,14,16
chr4,21763809,21764209,60,25,17
chr4,21767015,21767415,43,22,28
chr4,21776048,21776448,197,45,76
chr4,21786170,21786570,20,9,4
chr4,21822335,21822735,17,11,6
chr4,21832848,21833248,50,8,14
chr4,21847870,21848270,224,57,105
chr4,21879613,21880013,157,55,76
chr4,21922670,21923070,29,15,16
chr4,21931063,21931463,86,9,22
chr4,21940733,21941133,24,13,12
chr4,21957560,21957960,87,11,7
chr4,21958314,21958714,17,12,11
chr4,21972982,21973382,13,11,5
chr4,22017913,22018313,34,4,12
chr4,22047689,22048089,72,25,22
chr4,22092542,22092942,53,22,26
chr4,22131724,22132124,70,9,24
chr4,22144859,22145259,353,110,85
chr4,22204027,22204427,38,6,4
chr4,22211799,22212199,26,9,18
chr4,22250278,22250678,26,6,15
chr4,22282462,22282862,114,37,34
chr4,22301611,22302011,32,8,13
chr4,22318519,22318919,19,8,9
chr4,22328330,22328730,38,10,11
chr4,22357391,22357791,180,32,92
chr4,22367471,22367871,42,9,16
chr4,22476965,22477365,44,15,15
chr4,22477444,22477844,23,5,16
chr4,22479195,22479595,38,4,21
chr4,22488299,22488699,132,20,61
chr4,22491266,22491666,28,2,27
chr4,22498280,22498680,69,13,16
chr4,22667691,22668091,41,13,9
chr4,22833619,22834019,37,11,8
chr4,22841476,22841876,24,6,11
chr4,23572947,23573347,68,22,17
chr4,23622181,23622581,50,15,24
chr4,23625554,23625954,29,12,9
chr4,23656690,23657090,40,6,23
chr4,23710748,23711148,60,14,16
chr4,23983070,23983470,24,9,17
chr4,24154401,24154801,17,1,15
chr4,24437241,24437641,106,31,34
chr4,24484181,24484581,59,16,6
chr4,24496247,24496647,230,48,80
chr4,24544894,24545294,43,6,15
chr4,24705580,24705980,27,6,20
chr4,24720806,24721206,16,6,15
chr4,24835363,24835763,21,2,13
chr4,24850907,24851307,146,24,44
chr4,24865910,24866310,72,16,15
chr4,24889376,24889776,18,10,10
chr4,24892331,24892731,79,23,23
chr4,24897835,24898235,145,31,77
chr4,24966306,24966706,123,14,42
chr4,25092622,25093022,38,21,11
chr4,25146495,25146895,16,16,2
chr4,25281636,25282036,202,28,78
chr4,25325793,25326193,127,51,42
chr4,25670736,25671136,57,26,17
chr4,25779000,25779400,21,18,7
chr4,25783238,25783638,22,9,8
chr4,25796116,25796516,114,49,32
chr4,25799064,25799464,121,35,36
chr4,25977440,25977840,37,11,11
chr4,26214164,26214564,47,12,8
chr4,26221093,26221493,19,11,1
chr4,26248178,26248578,34,3,13
chr4,26346676,26347076,187,38,51
chr4,26349707,26350107,28,5,15
chr4,26353848,26354248,65,25,9
chr4,26944601,26945001,167,39,45
chr4,27133120,27133520,19,12,7
chr4,27259130,27259530,25,13,9
chr4,27384906,27385306,37,18,8
chr4,27925206,27925606,25,8,15
chr4,28300153,28300553,55,15,10
chr4,28321287,28321687,26,12,10
chr4,28331027,28331427,19,10,4
chr4,28699237,28699637,25,6,15
chr4,28812813,28813213,241,58,68
chr4,28815164,28815564,86,21,36
chr4,28967637,28968037,146,30,33
chr4,29091752,29092152,196,91,60
chr4,29135671,29136071,20,8,15
chr4,29582124,29582524,40,13,16
chr4,29644822,29645222,28,14,4
chr4,31012004,31012404,56,16,7
chr4,31167337,31167737,27,9,7
chr4,31419227,31419627,23,0,13
chr4,31660833,31661233,24,9,16
chr4,31721117,31721517,32,12,10
chr4,31823768,31824168,32,19,11
chr4,31826565,31826965,87,16,20
chr4,31850962,31851362,25,6,13
chr4,31873639,31874039,19,9,6
chr4,31963789,31964189,213,43,53
chr4,31970391,31970791,47,18,14
chr4,32023950,32024350,104,35,24
chr4,32038798,32039198,24,10,2
chr4,32057108,32057508,36,12,14
chr4,32106564,32106964,28,10,8
chr4,32158491,32158891,26,8,10
chr4,32160749,32161149,50,8,13
chr4,32174720,32175120,19,15,8
chr4,32176425,32176825,328,115,69
chr4,32179770,32180170,41,22,13
chr4,32186626,32187026,13,9,8
chr4,32196359,32196759,149,51,31
chr4,32218709,32219109,38,12,6
chr4,32238421,32238821,153,22,46
chr4,32241290,32241690,117,34,29
chr4,32244303,32244703,20,4,12
chr4,32248245,32248645,50,7,27
chr4,32250357,32250757,51,7,27
chr4,32303749,32304149,39,5,15
chr4,32305418,32305818,24,8,13
chr4,32337633,32338033,27,11,6
chr4,32382033,32382433,24,7,10
chr4,32387793,32388193,18,8,16
chr4,32405465,32405865,19,8,5
chr4,32466158,32466558,23,9,5
chr4,32479133,32479533,22,13,10
chr4,32479797,32480197,19,6,13
chr4,32481604,32482004,88,25,20
chr4,32502766,32503166,29,13,9
chr4,32551259,32551659,33,1,17
chr4,32561778,32562178,44,7,12
chr4,32572140,32572540,36,8,12
chr4,32615141,32615541,466,101,139
chr4,32651626,32652026,34,9,17
chr4,32656854,32657254,112,28,38
chr4,32770447,32770847,106,15,13
chr4,32800171,32800571,118,15,37
chr4,32833825,32834225,52,11,1
chr4,32872150,32872550,16,8,4
chr4,32923383,32923783,101,11,30
chr4,32929721,32930121,56,9,13
chr4,32932080,32932480,102,28,36
chr4,32936553,32936953,27,14,10
chr4,32940951,32941351,42,11,15
chr4,32950683,32951083,168,15,55
chr4,32956465,32956865,66,18,8
chr4,32980034,32980434,42,15,12
chr4,32983240,32983640,70,9,16
chr4,32984809,32985209,59,29,18
chr4,33018368,33018768,47,3,16
chr4,33031194,33031594,119,4,36
chr4,33112868,33113268,31,10,13
chr4,33117753,33118153,35,14,10
chr4,33123217,33123617,47,6,18
chr4,33180636,33181036,36,7,18
chr4,33188917,33189317,250,24,39
chr4,33198091,33198491,47,17,20
chr4,33204670,33205070,34,8,20
chr4,33209268,33209668,28,6,9
chr4,33242965,33243365,36,17,13
chr4,33248465,33248865,445,153,144
chr4,33249782,33250182,42,8,23
chr4,33254761,33255161,13,11,16
chr4,33257159,33257559,18,9,7
chr4,33261429,33261829,63,12,23
chr4,33262958,33263358,29,11,16
chr4,33265328,33265728,206,55,42
chr4,33265988,33266388,12,9,5
chr4,33267054,33267454,49,27,16
chr4,33270225,33270625,139,52,61
chr4,33300970,33301370,17,17,3
chr4,33307169,33307569,23,6,16
chr4,33309178,33309578,29,8,18
chr4,33310078,33310478,159,46,94
chr4,33328464,33328864,20,9,2
chr4,33338130,33338530,90,32,35
chr4,33374950,33375350,46,14,11
chr4,33377678,33378078,80,26,20
chr4,33378754,33379154,41,14,5
chr4,33526024,33526424,60,7,12
chr4,33526954,33527354,60,22,17
chr4,33586868,33587268,32,3,9
chr4,33595450,33595850,43,12,3
chr4,33823837,33824237,133,58,24
chr4,33908811,33909211,55,7,14
chr4,33924431,33924831,115,3,34
chr4,34087296,34087696,43,15,20
chr4,34339710,34340110,43,9,15
chr4,34410841,34411241,39,11,4
chr4,34550347,34550747,189,30,55
chr4,34556878,34557278,22,7,13
chr4,34558504,34558904,60,34,7
chr4,34560938,34561338,16,10,4
chr4,34582015,34582415,93,17,20
chr4,34614747,34615147,201,39,47
chr4,34687123,34687523,216,30,50
chr4,34701522,34701922,52,10,10
chr4,34720432,34720832,90,36,14
chr4,34730022,34730422,100,23,26
chr4,34734471,34734871,103,31,26
chr4,34771573,34771973,246,51,69
chr4,34778196,34778596,194,34,62
chr4,34782683,34783083,35,4,15
chr4,34784859,34785259,68,15,17
chr4,34847930,34848330,37,12,2
chr4,34850136,34850536,26,7,13
chr4,34854096,34854496,20,8,12
chr4,34856013,34856413,56,15,5
chr4,34871208,34871608,23,12,13
chr4,34873008,34873408,79,28,21
chr4,34876422,34876822,30,6,16
chr4,34877588,34877988,31,10,8
chr4,34881238,34881638,29,18,12
chr4,34882815,34883215,187,48,78
chr4,34886332,34886732,169,26,41
chr4,34889590,34889990,22,7,11
chr4,34902919,34903319,56,14,19
chr4,34905388,34905788,50,9,29
chr4,34906140,34906540,77,26,35
chr4,34908926,34909326,9,14,10
chr4,34911404,34911804,237,49,59
chr4,34922235,34922635,37,10,18
chr4,34958331,34958731,38,7,6
chr4,34991036,34991436,70,7,19
chr4,34996616,34997016,104,30,17
chr4,35006478,35006878,279,97,49
chr4,35012812,35013212,36,3,20
chr4,35015153,35015553,287,102,69
chr4,35019025,35019425,16,3,13
chr4,35020021,35020421,19,1,10
chr4,35034815,35035215,47,13,21
chr4,35063305,35063705,77,23,24
chr4,35096616,35097016,57,12,12
chr4,35098599,35098999,14,8,9
chr4,35099259,35099659,44,12,7
chr4,35099832,35100232,105,27,24
chr4,35101026,35101426,27,14,6
chr4,35112665,35113065,88,16,35
chr4,35146121,35146521,61,26,20
chr4,35157137,35157537,208,13,63
chr4,35175508,35175908,52,19,14
chr4,35192715,35193115,178,62,51
chr4,35203699,35204099,139,48,24
chr4,35204786,35205186,38,9,18
chr4,35221145,35221545,50,14,15
chr4,35225713,35226113,236,25,59
chr4,35610656,35611056,24,8,6
chr4,35990233,35990633,36,24,18
chr4,36390447,36390847,26,2,16
chr4,36550361,36550761,27,16,10
chr4,36950281,36950681,118,13,72
chr4,37165838,37166238,21,10,7
chr4,37168795,37169195,25,10,10
chr4,37169912,37170312,34,10,19
chr4,37255505,37255905,37,12,33
chr4,37902129,37902529,24,18,12
chr4,38050006,38050406,29,13,2
chr4,38364395,38364795,15,13,7
chr4,38371042,38371442,181,31,20
chr4,38434997,38435685,75,23,22
chr4,39397374,39397774,22,11,4
chr4,39556181,39556581,65,32,15
chr4,39605050,39605450,67,29,15
chr4,39690418,39690818,39,23,10
chr4,39695209,39695609,69,23,21
chr4,39719962,39720362,16,8,11
chr4,40143086,40143486,544,167,176
chr4,40182889,40183289,52,13,13
chr4,40187890,40188290,52,13,6
chr4,40218354,40218754,53,9,26
chr4,40221062,40221462,179,34,32
chr4,40222070,40222470,30,5,14
chr4,40227148,40227548,36,7,14
chr4,40233145,40233545,114,25,23
chr4,40234253,40234653,21,12,9
chr4,40238634,40239034,70,16,22
chr4,40258041,40258441,21,9,10
chr4,40260054,40260454,27,6,2
chr4,40269618,40270018,334,97,118
chr4,40279265,40279665,175,19,60
chr4,40284565,40284965,25,12,12
chr4,40285493,40285893,52,13,10
chr4,40473035,40473435,37,8,20
chr4,40528854,40529254,20,8,6
chr4,40625777,40626177,36,9,5
chr4,40680450,40680850,56,5,14
chr4,40702958,40703358,176,44,49
chr4,40704325,40704725,16,11,11
chr4,40714003,40714403,33,16,5
chr4,40722278,40722678,361,59,78
chr4,40727273,40727673,80,13,15
chr4,40757712,40758112,256,49,73
chr4,40773169,40773569,47,9,19
chr4,40774216,40774616,57,15,37
chr4,40777061,40777461,26,17,19
chr4,40785772,40786172,45,24,24
chr4,40825167,40825567,73,26,17
chr4,40829683,40830083,35,9,13
chr4,40837354,40837754,37,16,8
chr4,40839158,40839558,151,47,24
chr4,40840297,40840697,18,10,2
chr4,40844226,40844626,25,12,18
chr4,40845470,40845870,57,7,19
chr4,40853801,40854201,381,107,156
chr4,40856589,40856989,30,5,17
chr4,40861112,40861512,150,45,42
chr4,40876759,40877159,96,12,10
chr4,40897187,40897587,33,2,11
chr4,40898610,40899010,52,13,19
chr4,40899225,40899625,15,11,6
chr4,40908173,40908573,23,17,14
chr4,40948123,40948523,368,68,142
chr4,40953526,40953926,42,12,15
chr4,40970749,40971149,236,30,50
chr4,40981545,40981945,17,10,6
chr4,41026350,41026750,31,7,13
chr4,41028245,41028645,19,4,14
chr4,41048916,41049316,26,5,15
chr4,41051140,41051540,18,4,26
chr4,41054974,41055374,22,12,11
chr4,41064091,41064491,97,13,23
chr4,41067645,41068045,92,13,27
chr4,41074800,41075200,20,4,13
